AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Urban,68,19.47,36.3,7.12,0.59,101.08,32.21,High,24,100,33,65,182,0,Partial Shade,Sandy,6.4,Poor,Indoor,Medium,High,Regular,Edible,Arjun
Residential,66,23.3,34.56,10.56,0.85,83.1,41.19,Medium,48,45,26,80,220,14,Partial Shade,Loamy,6.2,Good,Balcony,Medium,High,Frequent,Air Purification,Ashoka
Residential,49,30.83,32.2,7.59,2.3,82.5,50.53,Medium,61,50,19,43,193,0,Full Shade,Loamy,6.3,Good,Indoor,Small,Low,Regular,Decoration,Neem
Residential,94,39.62,37.95,15.32,0.5,140.85,49.3,High,5,78,24,64,152,14,Full Shade,Clay,7.0,Moderate,Outdoor,Large,Medium,Regular,Edible,Banyan
Rural,111,26.31,56.59,9.12,7.18,164.72,53.71,High,31,50,26,74,307,9,Full Sun,Loamy,7.7,Good,Outdoor,Medium,High,Regular,Edible,Jamun
Rural,67,28.11,32.67,7.81,3.38,124.98,29.52,Medium,19,45,25,67,164,18,Full Sun,Sandy,5.8,Good,Outdoor,Medium,Low,Frequent,Air Purification,Neem
Rural,111,31.74,55.68,16.34,3.95,139.54,48.11,Medium,23,51,32,41,0,8,Full Sun,Loamy,6.5,Good,Outdoor,Small,Medium,Frequent,Shade,Karanj
Residential,86,26.29,44.23,5.74,4.09,134.87,46.5,Low,73,39,22,37,150,11,Partial Shade,Sandy,7.1,Moderate,Balcony,Small,Medium,Frequent,Shade,Banyan
Residential,33,15.95,15.0,9.54,2.77,79.46,32.89,Medium,42,61,29,36,0,7,Full Shade,Clay,6.2,Poor,Balcony,Large,Medium,Regular,Shade,Mango
Rural,70,33.49,35.42,14.17,3.39,144.88,36.52,Low,67,14,29,53,143,7,Full Sun,Clay,6.4,Moderate,Outdoor,Medium,Medium,Regular,Edible,Neem
Residential,68,32.54,36.25,3.49,4.07,110.49,40.58,High,5,66,33,81,196,9,Full Shade,Sandy,6.0,Moderate,Balcony,Medium,Low,Regular,Edible,Neem
Residential,83,31.38,45.15,19.0,5.04,141.55,55.68,Low,82,35,26,77,123,10,Partial Shade,Loamy,6.7,Good,Indoor,Small,Medium,Rare,Edible,Neem
Urban,95,35.42,55.94,9.24,6.26,148.6,49.48,Medium,39,70,27,95,244,0,Full Shade,Sandy,6.1,Good,Indoor,Small,High,Rare,Decoration,Arjun
Rural,118,49.02,48.48,5.66,3.08,191.84,63.74,Low,82,39,24,82,252,4,Partial Shade,Clay,7.0,Moderate,Indoor,Medium,Medium,Rare,Air Purification,Jamun
Residential,46,8.0,15.0,2.0,0.5,107.65,31.81,High,41,76,31,50,83,10,Full Sun,Sandy,6.9,Moderate,Outdoor,Large,Medium,Frequent,Decoration,Jamun
Residential,61,33.09,39.91,6.65,0.75,93.8,45.1,Medium,37,41,24,50,52,10,Full Sun,Loamy,6.6,Good,Outdoor,Medium,High,Frequent,Air Purification,Mango
Rural,52,14.74,15.55,4.83,2.67,141.32,38.35,Medium,28,46,29,68,164,16,Full Sun,Clay,7.2,Moderate,Outdoor,Large,Medium,Rare,Decoration,Mango
Urban,48,19.4,32.43,2.96,0.5,104.38,27.73,Low,100,56,29,66,146,5,Partial Shade,Loamy,7.5,Good,Indoor,Medium,Medium,Regular,Shade,Gulmohar
Residential,91,29.05,34.95,5.02,1.42,167.04,39.92,High,40,73,30,69,275,16,Full Sun,Loamy,6.6,Good,Outdoor,Medium,Medium,Frequent,Edible,Karanj
Rural,92,25.42,37.6,4.45,4.35,149.02,56.64,Low,47,30,33,75,229,8,Full Sun,Clay,7.0,Moderate,Outdoor,Medium,Low,Rare,Shade,Peepal
Rural,49,20.94,23.95,12.81,1.54,102.63,38.04,High,23,62,24,34,106,13,Full Sun,Sandy,6.2,Good,Outdoor,Large,High,Regular,Edible,Karanj
Rural,89,32.79,29.77,11.22,3.25,143.25,39.62,Low,45,29,37,78,277,6,Full Sun,Loamy,6.3,Poor,Outdoor,Large,High,Regular,Air Purification,Karanj
Urban,53,18.86,18.5,10.57,4.78,72.5,34.72,High,7,74,29,50,92,3,Partial Shade,Clay,7.2,Good,Indoor,Medium,Low,Regular,Air Purification,Ashoka
Rural,88,30.12,27.57,5.97,4.95,119.43,50.39,Low,95,13,27,80,224,12,Full Shade,Loamy,6.3,Good,Outdoor,Medium,Low,Regular,Decoration,Banyan
Urban,103,45.15,52.61,9.49,4.24,159.41,37.07,High,31,100,25,64,130,0,Partial Shade,Sandy,6.5,Good,Balcony,Large,Low,Regular,Decoration,Gulmohar
Residential,96,46.84,44.23,6.38,2.09,177.34,50.33,Medium,27,54,32,46,208,12,Full Sun,Sandy,5.8,Good,Outdoor,Medium,Medium,Regular,Decoration,Arjun
Residential,93,40.21,43.18,8.18,3.29,125.82,52.62,High,19,71,23,54,110,0,Full Shade,Clay,6.9,Moderate,Indoor,Medium,Low,Rare,Air Purification,Neem
Residential,76,28.74,35.43,12.91,1.75,138.88,42.75,Medium,47,46,35,56,262,15,Full Sun,Sandy,5.8,Moderate,Outdoor,Medium,Medium,Regular,Edible,Banyan
Residential,89,21.55,41.24,8.09,3.04,157.85,51.8,Low,19,53,32,73,233,11,Full Sun,Sandy,6.5,Moderate,Outdoor,Large,Medium,Frequent,Decoration,Banyan
Residential,84,33.48,35.42,8.97,1.9,145.53,37.84,Low,91,33,32,38,114,9,Partial Shade,Loamy,7.6,Good,Balcony,Large,Medium,Regular,Air Purification,Mango
Urban,86,34.41,47.77,6.88,3.47,127.39,58.7,Medium,74,61,35,43,0,0,Full Sun,Sandy,6.3,Good,Indoor,Large,Low,Regular,Edible,Gulmohar
Rural,71,30.06,19.71,11.3,2.42,127.46,20.02,Low,71,31,31,59,76,12,Full Sun,Sandy,6.3,Good,Outdoor,Medium,Medium,Frequent,Shade,Guava
Residential,76,20.23,24.38,6.4,1.64,93.64,31.37,Medium,12,45,37,79,316,6,Full Sun,Loamy,7.6,Moderate,Outdoor,Large,Low,Frequent,Decoration,Mango
Urban,60,26.9,40.07,12.31,0.67,148.65,42.76,Low,69,42,29,95,136,6,Partial Shade,Loamy,7.1,Moderate,Indoor,Small,High,Frequent,Edible,Karanj
Residential,59,30.84,30.92,5.75,4.95,152.74,38.15,Low,31,53,34,62,278,11,Full Sun,Sandy,6.1,Good,Outdoor,Small,Medium,Regular,Shade,Gulmohar
Rural,93,26.79,26.86,20.06,2.46,147.01,35.64,Low,65,28,28,53,190,18,Full Shade,Loamy,6.2,Moderate,Outdoor,Large,Low,Regular,Decoration,Jamun
Urban,92,36.47,45.2,15.07,5.08,140.0,55.67,Low,28,35,32,57,57,11,Full Sun,Clay,7.2,Moderate,Outdoor,Large,Medium,Regular,Decoration,Guava
Urban,92,27.49,29.92,10.07,3.31,148.31,39.51,High,19,80,37,80,291,0,Partial Shade,Clay,7.2,Moderate,Indoor,Small,Low,Regular,Decoration,Neem
Urban,112,38.33,61.44,12.35,4.24,190.19,58.18,High,19,56,27,68,215,0,Partial Shade,Sandy,7.5,Good,Indoor,Small,Medium,Frequent,Shade,Ashoka
Urban,87,25.02,47.9,15.31,3.51,140.65,27.0,Medium,10,52,30,86,260,4,Full Sun,Sandy,6.2,Good,Balcony,Medium,High,Rare,Air Purification,Gulmohar
Urban,74,24.32,51.86,9.96,2.51,112.4,30.79,High,5,82,29,67,148,0,Full Shade,Loamy,6.5,Good,Indoor,Small,High,Regular,Edible,Ashoka
Urban,63,20.73,28.07,10.07,2.61,125.36,44.7,High,15,76,27,57,161,0,Full Sun,Loamy,6.1,Good,Indoor,Medium,High,Regular,Edible,Neem
Residential,107,39.78,39.2,20.09,4.77,161.08,65.89,High,26,79,32,67,273,16,Full Sun,Loamy,6.4,Moderate,Outdoor,Medium,Medium,Regular,Air Purification,Gulmohar
Urban,102,41.0,42.52,12.01,1.88,155.04,51.88,High,25,83,22,63,56,2,Partial Shade,Loamy,6.4,Good,Indoor,Small,Medium,Regular,Shade,Arjun
Rural,129,51.87,54.04,5.21,4.32,184.95,60.16,Medium,48,26,27,55,172,12,Full Shade,Loamy,6.9,Moderate,Outdoor,Large,Low,Rare,Decoration,Neem
Residential,119,37.36,57.06,13.4,4.34,155.5,45.65,Low,74,18,34,59,271,4,Full Sun,Sandy,6.8,Good,Outdoor,Large,Low,Rare,Shade,Mango
Residential,45,19.01,15.0,10.74,3.06,84.31,27.5,Low,46,23,40,79,184,3,Full Sun,Loamy,6.5,Good,Indoor,Medium,High,Regular,Edible,Guava
Rural,59,14.88,28.74,8.57,1.88,76.62,30.04,Medium,41,50,29,93,204,8,Partial Shade,Sandy,6.5,Good,Balcony,Small,High,Frequent,Decoration,Banyan
Rural,20,8.0,15.0,2.0,1.02,70.0,19.15,Low,60,42,25,44,188,9,Partial Shade,Sandy,6.7,Good,Outdoor,Large,Low,Rare,Air Purification,Gulmohar
Residential,96,33.94,40.22,10.3,4.78,138.26,38.02,Medium,30,41,32,76,291,18,Partial Shade,Sandy,7.0,Good,Outdoor,Small,High,Frequent,Edible,Gulmohar
Residential,103,30.45,58.32,17.21,1.39,143.07,56.23,High,12,68,29,74,193,7,Full Sun,Sandy,6.7,Good,Outdoor,Large,Low,Frequent,Edible,Karanj
Residential,82,32.41,46.46,3.71,4.87,149.23,40.84,High,38,61,32,41,101,8,Full Sun,Clay,6.8,Moderate,Balcony,Large,Medium,Regular,Edible,Ashoka
Rural,53,18.56,32.1,2.0,1.04,136.06,45.03,High,35,48,28,44,0,9,Partial Shade,Clay,6.3,Moderate,Outdoor,Large,Medium,Frequent,Edible,Ashoka
Rural,86,31.31,45.21,6.39,4.89,114.1,38.93,Low,78,21,25,62,184,17,Full Sun,Sandy,6.7,Moderate,Outdoor,Large,Low,Regular,Air Purification,Banyan
Urban,78,35.09,34.64,13.61,4.95,149.87,41.41,High,5,100,36,25,70,6,Full Sun,Clay,6.7,Poor,Outdoor,Large,Low,Regular,Air Purification,Guava
Rural,89,28.8,40.99,2.0,2.87,128.49,47.27,Low,37,42,26,62,238,16,Partial Shade,Clay,7.6,Moderate,Outdoor,Large,Medium,Frequent,Air Purification,Mango
Urban,98,39.44,32.58,11.3,5.17,144.01,45.83,Low,63,36,29,54,76,6,Partial Shade,Loamy,7.0,Good,Balcony,Medium,High,Frequent,Decoration,Peepal
Residential,88,39.7,31.09,11.91,2.83,127.57,35.49,Low,19,42,30,66,88,1,Full Sun,Clay,6.8,Moderate,Indoor,Medium,High,Regular,Edible,Guava
Residential,71,33.72,34.83,8.4,1.78,108.0,42.59,Low,49,31,22,73,254,2,Full Shade,Sandy,6.7,Good,Indoor,Medium,Medium,Regular,Shade,Guava
Rural,117,39.48,44.18,6.61,4.83,188.81,61.07,Medium,51,61,26,32,87,10,Partial Shade,Loamy,7.2,Good,Outdoor,Large,Low,Rare,Decoration,Peepal
Urban,93,26.85,48.58,10.89,4.84,128.96,49.94,Low,74,37,38,49,63,0,Full Shade,Clay,7.2,Moderate,Indoor,Medium,Medium,Regular,Decoration,Ashoka
Rural,45,12.59,22.5,2.0,0.64,122.59,39.9,Low,44,31,25,90,400,9,Full Sun,Sandy,5.9,Poor,Outdoor,Medium,Low,Rare,Shade,Mango
Rural,119,31.75,51.6,13.29,1.7,178.45,50.76,High,22,67,36,53,272,1,Full Sun,Loamy,6.8,Good,Outdoor,Medium,Medium,Regular,Decoration,Karanj
Residential,104,40.44,42.83,7.8,4.17,163.24,66.85,Medium,24,37,34,88,269,3,Full Sun,Clay,7.0,Poor,Indoor,Medium,Low,Regular,Edible,Jamun
Urban,82,33.55,42.05,10.71,5.67,118.68,42.97,High,55,92,30,76,292,14,Full Shade,Loamy,6.6,Good,Outdoor,Large,Medium,Regular,Shade,Mango
Rural,94,33.72,48.9,10.26,3.53,184.03,46.91,Low,43,20,22,54,0,13,Full Sun,Loamy,7.3,Good,Outdoor,Large,High,Frequent,Shade,Banyan
Rural,112,30.7,44.0,7.03,6.05,161.79,57.84,Medium,72,47,25,81,261,6,Partial Shade,Loamy,7.1,Good,Outdoor,Large,Low,Rare,Edible,Gulmohar
Urban,54,17.63,22.48,9.07,4.02,90.45,48.94,Medium,9,74,32,72,175,7,Full Sun,Sandy,6.1,Moderate,Outdoor,Large,Medium,Regular,Shade,Neem
Rural,99,42.95,44.07,10.32,5.06,144.1,47.51,Medium,7,53,31,61,190,10,Full Sun,Loamy,6.7,Poor,Outdoor,Medium,High,Frequent,Shade,Mango
Rural,77,31.07,38.91,10.2,2.82,122.94,51.83,Low,98,14,25,57,202,2,Partial Shade,Loamy,7.2,Good,Outdoor,Large,Medium,Rare,Decoration,Banyan
Urban,114,44.32,54.35,13.04,3.2,161.22,55.68,High,15,73,35,25,0,20,Full Sun,Sandy,6.4,Moderate,Outdoor,Medium,Medium,Frequent,Edible,Neem
Urban,94,52.87,42.66,14.47,3.79,148.37,35.97,High,5,58,33,67,13,8,Full Shade,Sandy,7.2,Good,Indoor,Small,Medium,Regular,Decoration,Peepal
Rural,46,19.15,28.99,8.44,0.5,93.9,34.53,Low,60,27,23,58,27,2,Full Shade,Loamy,6.7,Moderate,Indoor,Medium,Medium,Rare,Shade,Guava
Urban,63,9.84,29.37,9.29,3.91,95.87,37.1,High,5,84,28,74,202,2,Partial Shade,Clay,7.1,Moderate,Balcony,Small,High,Frequent,Decoration,Guava
Residential,110,31.69,39.03,4.29,3.47,137.38,64.24,High,11,69,28,65,100,15,Full Sun,Loamy,6.7,Good,Outdoor,Large,Low,Regular,Decoration,Banyan
Residential,73,27.92,45.36,6.82,2.72,125.71,34.31,Low,63,51,24,78,288,3,Partial Shade,Sandy,6.2,Good,Indoor,Small,High,Regular,Shade,Jamun
Residential,58,21.25,36.2,2.0,2.22,70.0,32.48,Medium,65,58,36,56,117,14,Full Sun,Loamy,6.2,Good,Outdoor,Medium,High,Regular,Shade,Mango
Rural,62,21.43,19.02,2.0,1.46,147.21,29.69,Low,80,29,32,35,139,9,Full Shade,Sandy,6.2,Good,Balcony,Small,Medium,Regular,Shade,Gulmohar
Rural,106,36.05,49.95,15.72,3.13,150.83,57.82,Low,62,39,25,30,0,13,Full Sun,Loamy,6.5,Good,Outdoor,Large,Low,Regular,Decoration,Peepal
Urban,118,36.23,63.96,10.28,4.87,181.66,55.58,High,16,59,26,92,258,0,Full Sun,Clay,7.1,Moderate,Indoor,Small,High,Regular,Decoration,Ashoka
Residential,32,14.8,15.01,8.96,0.5,81.08,31.08,Medium,33,68,27,78,212,6,Full Sun,Loamy,6.9,Good,Indoor,Medium,Medium,Regular,Air Purification,Ashoka
Residential,141,56.9,69.39,11.05,3.35,213.15,66.81,Medium,30,47,30,80,317,17,Full Sun,Loamy,6.9,Good,Outdoor,Large,Low,Regular,Air Purification,Ashoka
Residential,80,38.79,46.48,8.15,1.87,116.59,28.03,Medium,42,41,27,75,113,0,Partial Shade,Clay,7.3,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Gulmohar
Rural,84,39.94,41.43,9.65,3.38,170.23,28.23,Low,91,42,40,40,132,13,Full Sun,Loamy,6.9,Moderate,Outdoor,Medium,High,Regular,Shade,Mango
Rural,68,18.7,49.7,13.81,0.5,120.03,47.82,Low,85,16,29,61,207,6,Partial Shade,Sandy,6.4,Good,Indoor,Medium,High,Frequent,Shade,Jamun
Urban,88,30.92,46.16,13.43,2.33,111.98,41.32,High,15,90,35,58,120,3,Partial Shade,Sandy,6.7,Moderate,Indoor,Small,Medium,Frequent,Shade,Karanj
Rural,84,27.84,40.1,7.08,0.5,121.64,49.31,Low,64,27,26,47,96,16,Full Shade,Clay,7.5,Poor,Outdoor,Large,Medium,Frequent,Air Purification,Ashoka
Urban,52,22.71,24.5,4.23,0.5,108.01,34.95,High,61,79,26,61,155,5,Full Shade,Loamy,6.2,Good,Indoor,Medium,Low,Regular,Decoration,Gulmohar
Urban,56,19.98,27.14,7.32,1.82,98.73,48.66,Medium,33,48,33,84,278,8,Full Sun,Loamy,6.7,Good,Outdoor,Large,High,Regular,Air Purification,Guava
Urban,115,38.6,47.78,21.43,4.68,184.53,53.97,Medium,40,69,31,36,17,12,Full Sun,Sandy,6.8,Moderate,Outdoor,Large,Medium,Regular,Shade,Karanj
Rural,39,23.6,15.0,5.38,2.08,71.54,36.37,Low,43,35,27,40,117,20,Partial Shade,Sandy,5.7,Good,Outdoor,Large,High,Frequent,Decoration,Guava
Urban,89,31.96,34.19,6.3,3.41,121.01,46.85,Low,47,44,29,35,5,2,Full Shade,Loamy,6.4,Moderate,Indoor,Medium,Low,Regular,Air Purification,Ashoka
Residential,80,29.15,36.46,5.68,2.32,114.41,45.12,Low,53,20,26,51,41,13,Full Sun,Loamy,6.4,Moderate,Outdoor,Small,High,Regular,Edible,Karanj
Residential,68,26.92,38.99,6.97,4.59,122.68,37.09,Low,82,33,30,93,255,0,Full Shade,Sandy,5.9,Moderate,Indoor,Small,Medium,Regular,Decoration,Neem
Urban,121,45.99,57.43,13.76,3.69,179.12,57.55,Medium,92,78,32,78,248,0,Partial Shade,Clay,6.9,Moderate,Indoor,Large,High,Rare,Air Purification,Jamun
Urban,55,24.24,28.45,2.93,0.5,85.54,32.48,High,50,82,22,25,0,0,Partial Shade,Loamy,7.0,Good,Indoor,Small,Medium,Regular,Shade,Gulmohar
Rural,63,32.1,47.42,11.07,4.74,128.32,30.71,Medium,25,31,30,35,0,4,Partial Shade,Loamy,6.3,Moderate,Indoor,Small,Low,Rare,Shade,Banyan
Rural,71,17.72,47.28,5.37,1.57,135.28,37.47,Low,98,31,32,95,263,0,Full Sun,Sandy,6.2,Good,Indoor,Small,Low,Rare,Shade,Gulmohar
Urban,71,27.38,26.52,13.19,2.47,122.47,38.47,Low,90,49,28,68,179,0,Full Shade,Loamy,7.2,Good,Indoor,Medium,Medium,Regular,Decoration,Banyan
Residential,76,26.47,41.56,9.48,4.52,109.99,45.96,Medium,48,75,28,52,141,4,Partial Shade,Loamy,7.0,Poor,Balcony,Medium,Medium,Regular,Air Purification,Gulmohar
Urban,92,30.55,33.14,8.56,2.55,147.69,38.61,Low,56,53,25,45,64,0,Partial Shade,Loamy,7.1,Good,Indoor,Medium,Low,Rare,Edible,Karanj
Urban,81,33.28,40.16,2.0,4.88,119.66,33.82,High,37,82,29,53,148,17,Full Sun,Loamy,6.5,Good,Outdoor,Medium,Low,Rare,Edible,Gulmohar
Rural,71,33.21,22.84,6.59,3.09,128.4,44.58,Low,59,33,26,38,0,13,Full Shade,Loamy,7.0,Good,Outdoor,Large,Medium,Rare,Air Purification,Guava
Residential,62,18.91,25.18,7.27,3.41,101.61,37.19,Medium,38,47,29,73,311,20,Full Shade,Clay,7.7,Moderate,Outdoor,Large,Medium,Regular,Edible,Jamun
Residential,102,45.78,51.83,11.05,4.19,140.68,61.8,Low,59,51,23,65,162,1,Full Sun,Clay,7.0,Moderate,Balcony,Medium,Medium,Frequent,Shade,Banyan
Urban,73,17.5,31.02,10.61,2.59,99.55,31.41,Low,57,25,21,31,95,8,Partial Shade,Loamy,7.0,Good,Balcony,Small,Low,Regular,Decoration,Gulmohar
Residential,75,30.29,26.87,6.88,5.37,133.2,38.65,High,8,89,28,82,177,0,Full Shade,Sandy,6.9,Poor,Indoor,Large,Medium,Regular,Edible,Arjun
Residential,118,35.6,48.06,14.71,5.46,162.67,66.3,High,58,76,31,40,111,11,Full Sun,Loamy,6.1,Moderate,Outdoor,Large,Low,Frequent,Edible,Arjun
Residential,75,22.9,27.95,4.81,0.5,140.37,29.93,High,12,81,36,50,0,3,Full Sun,Loamy,6.4,Moderate,Outdoor,Large,Medium,Rare,Edible,Jamun
Urban,114,39.98,55.18,15.98,3.52,191.71,58.09,Medium,50,69,36,57,156,2,Full Sun,Loamy,6.2,Good,Indoor,Medium,Low,Rare,Decoration,Neem
Urban,102,33.27,56.46,14.96,5.02,141.51,50.99,Low,88,35,36,75,183,7,Full Sun,Sandy,6.8,Good,Balcony,Small,Medium,Rare,Shade,Gulmohar
Residential,106,19.8,46.94,12.59,0.5,133.04,57.46,High,49,75,28,49,153,12,Partial Shade,Sandy,5.8,Good,Outdoor,Large,Medium,Regular,Air Purification,Jamun
Residential,89,35.04,49.62,12.83,2.21,147.58,52.3,High,7,91,35,70,39,4,Partial Shade,Sandy,6.1,Moderate,Indoor,Small,Low,Rare,Decoration,Guava
Rural,71,30.11,29.23,6.95,4.52,146.66,33.66,Low,47,28,31,74,187,19,Full Sun,Loamy,6.5,Moderate,Outdoor,Medium,Low,Regular,Decoration,Mango
Rural,87,29.74,39.73,8.89,3.87,120.59,56.22,High,13,74,29,76,237,14,Partial Shade,Sandy,5.8,Poor,Outdoor,Large,Medium,Rare,Air Purification,Karanj
Urban,70,23.66,47.67,7.12,2.1,105.91,41.34,Low,79,38,28,60,110,2,Full Shade,Loamy,7.0,Good,Balcony,Medium,Medium,Frequent,Decoration,Gulmohar
Residential,40,12.96,19.38,10.58,3.06,86.76,32.66,High,13,48,40,78,301,9,Full Sun,Sandy,6.3,Moderate,Outdoor,Large,Low,Regular,Edible,Banyan
Urban,93,22.42,51.62,10.95,6.84,171.84,51.01,High,5,65,34,87,227,0,Partial Shade,Loamy,6.9,Moderate,Indoor,Small,Medium,Rare,Shade,Jamun
Residential,85,19.15,33.94,6.37,1.94,122.92,49.97,Medium,65,53,22,79,322,13,Partial Shade,Clay,7.8,Moderate,Outdoor,Large,Medium,Regular,Edible,Ashoka
Urban,90,36.52,41.64,9.65,1.65,150.66,38.26,High,51,85,33,62,181,0,Partial Shade,Loamy,8.0,Moderate,Indoor,Large,Low,Rare,Edible,Mango
Rural,87,37.1,33.67,7.71,5.99,134.8,47.96,Low,83,29,31,64,137,14,Full Sun,Sandy,5.6,Good,Outdoor,Large,Low,Regular,Edible,Neem
Urban,106,40.56,49.05,12.04,5.49,178.48,54.27,Low,90,39,26,48,52,1,Full Shade,Clay,6.2,Good,Indoor,Medium,Low,Rare,Decoration,Peepal
Urban,45,19.13,24.82,5.18,1.72,104.82,27.63,Medium,52,68,34,66,199,0,Partial Shade,Clay,6.8,Poor,Indoor,Small,Medium,Rare,Edible,Gulmohar
Residential,60,26.5,35.25,2.0,2.68,124.99,40.28,Medium,12,44,29,45,0,11,Full Sun,Sandy,5.9,Poor,Outdoor,Large,Medium,Regular,Decoration,Arjun
Urban,34,17.52,15.0,2.0,3.09,84.02,29.95,Medium,29,58,26,68,103,0,Partial Shade,Loamy,6.5,Good,Balcony,Small,High,Frequent,Edible,Karanj
Residential,69,20.06,31.64,6.51,4.14,104.22,30.74,Medium,18,57,31,76,109,2,Full Shade,Loamy,6.1,Moderate,Balcony,Small,Medium,Rare,Air Purification,Mango
Urban,73,27.42,44.17,13.88,4.36,134.58,44.52,High,34,78,30,54,85,8,Full Sun,Loamy,6.8,Good,Indoor,Small,Medium,Regular,Shade,Neem
Residential,72,23.98,24.57,2.0,1.73,135.15,36.79,Low,100,40,30,74,301,9,Full Sun,Sandy,6.2,Good,Outdoor,Large,Medium,Frequent,Air Purification,Peepal
Residential,81,27.03,18.22,10.68,2.83,120.83,54.02,Medium,57,52,32,49,38,0,Full Shade,Loamy,6.4,Poor,Indoor,Medium,High,Regular,Decoration,Guava
Residential,80,35.24,32.37,15.43,6.12,127.06,44.15,Medium,55,56,25,58,72,9,Partial Shade,Loamy,6.6,Good,Balcony,Medium,Medium,Regular,Edible,Neem
Residential,46,26.63,28.2,10.0,3.16,108.0,25.29,Low,75,43,41,30,147,0,Full Sun,Loamy,6.4,Good,Indoor,Medium,Medium,Regular,Decoration,Jamun
Urban,147,36.43,66.4,15.13,7.72,162.16,70.88,High,16,60,21,58,137,6,Full Shade,Loamy,6.1,Moderate,Indoor,Small,Low,Regular,Shade,Peepal
Urban,89,29.84,33.73,9.1,3.77,132.19,38.72,Medium,51,56,29,54,0,9,Full Sun,Sandy,6.2,Good,Balcony,Medium,Medium,Frequent,Shade,Neem
Rural,68,22.6,33.13,10.68,2.08,120.86,43.5,Medium,17,39,26,81,324,5,Partial Shade,Loamy,6.5,Poor,Indoor,Small,Medium,Frequent,Edible,Peepal
Rural,59,28.44,25.85,13.34,1.15,108.72,31.69,Low,65,33,26,62,124,16,Partial Shade,Loamy,6.1,Good,Outdoor,Large,Medium,Regular,Air Purification,Guava
Residential,72,17.06,21.72,11.35,2.34,131.79,43.41,Medium,29,61,26,50,96,1,Full Sun,Loamy,7.6,Moderate,Indoor,Small,High,Frequent,Decoration,Gulmohar
Residential,86,12.44,37.4,10.48,5.22,101.28,32.63,High,5,72,35,71,109,4,Partial Shade,Sandy,6.3,Good,Indoor,Medium,Medium,Frequent,Air Purification,Neem
Urban,116,45.21,58.68,17.28,4.44,165.67,43.05,Low,56,33,28,45,0,0,Full Shade,Loamy,6.5,Moderate,Indoor,Small,Low,Rare,Edible,Banyan
Residential,70,30.88,31.18,9.01,0.72,95.03,48.59,Low,71,46,20,46,47,19,Partial Shade,Loamy,7.0,Good,Outdoor,Large,High,Frequent,Shade,Mango
Rural,116,29.58,40.62,12.81,2.81,178.76,61.86,Low,60,43,24,47,48,13,Full Sun,Loamy,6.7,Good,Outdoor,Medium,Medium,Regular,Edible,Gulmohar
Residential,82,28.31,52.25,11.92,6.77,127.4,48.58,Medium,25,64,40,76,160,10,Partial Shade,Loamy,6.6,Good,Balcony,Small,Low,Regular,Decoration,Peepal
Residential,95,42.53,35.95,8.0,2.39,127.8,55.89,High,10,67,30,44,116,13,Partial Shade,Loamy,7.2,Moderate,Outdoor,Medium,Low,Regular,Air Purification,Arjun
Rural,110,31.83,53.18,23.86,4.5,136.47,49.87,Medium,35,64,26,26,13,20,Partial Shade,Sandy,5.0,Good,Outdoor,Large,Low,Rare,Decoration,Banyan
Rural,100,35.61,52.68,11.63,5.14,160.77,44.47,Low,45,30,24,88,364,10,Full Sun,Loamy,6.9,Good,Outdoor,Large,Low,Rare,Edible,Guava
Residential,108,40.69,52.73,10.98,3.58,157.26,47.44,High,31,84,27,95,235,14,Partial Shade,Loamy,5.5,Moderate,Outdoor,Medium,High,Frequent,Air Purification,Ashoka
Urban,70,16.53,31.54,11.68,0.5,131.55,37.2,High,5,93,33,43,118,10,Partial Shade,Loamy,6.2,Good,Balcony,Large,High,Frequent,Shade,Gulmohar
Rural,73,22.71,20.13,12.96,1.15,119.13,49.65,Low,68,19,26,70,266,11,Full Shade,Loamy,7.0,Good,Outdoor,Medium,High,Frequent,Shade,Guava
Urban,34,8.0,27.66,2.32,0.5,70.0,26.4,High,5,49,33,54,0,9,Partial Shade,Clay,6.6,Good,Indoor,Small,Medium,Regular,Edible,Karanj
Residential,73,25.1,25.33,2.0,0.85,149.12,35.3,Medium,55,58,21,54,113,0,Partial Shade,Loamy,6.5,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Jamun
Residential,110,33.55,57.98,10.58,6.24,168.66,56.74,Low,74,35,20,77,212,2,Full Shade,Clay,7.3,Poor,Indoor,Small,Medium,Regular,Edible,Arjun
Urban,97,35.26,53.63,11.87,4.91,163.39,44.86,High,10,91,22,80,192,4,Partial Shade,Loamy,7.0,Moderate,Indoor,Small,Medium,Regular,Decoration,Jamun
Urban,78,31.55,26.99,6.05,5.0,100.62,43.43,High,22,84,35,72,170,0,Partial Shade,Loamy,6.7,Good,Indoor,Medium,High,Regular,Shade,Ashoka
Residential,126,51.91,47.03,13.24,3.23,223.33,65.06,Medium,15,77,36,42,202,4,Full Sun,Clay,6.4,Moderate,Balcony,Medium,Medium,Regular,Air Purification,Karanj
