AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Rural,52,20.5,43.7,5.6,1.8,0.21,52.6,Low,98,11,16,62,200,11,Partial Shade,Loamy,7.1,Good,Outdoor,Small,Medium,Frequent,Decoration,Spider Plant
Rural,39,20.3,34.3,3.1,1.8,0.13,49.5,Low,66,21,26,63,70,11,Partial Shade,Sandy,6.0,Poor,Outdoor,Large,Low,Frequent,Edible,Guava
Residential,76,25.8,56.4,7.7,3.4,0.25,51.5,Medium,38,67,29,44,27,7,Partial Shade,Loamy,6.5,Good,Indoor,Small,Low,Rare,Air Purification,ZZ Plant
Residential,62,23.1,52.9,6.4,2.8,0.21,52.5,Medium,45,66,29,68,117,13,Partial Shade,Clay,6.0,Good,Outdoor,Medium,Medium,Frequent,Decoration,Areca Palm
Residential,100,37.3,75.2,10.2,2.9,0.37,56.8,High,20,89,28,73,192,3,Full Shade,Loamy,6.1,Moderate,Indoor,Medium,High,Regular,Decoration,Areca Palm
Urban,77,26.2,59.9,7.3,3.2,0.27,62.1,Medium,26,62,27,29,0,12,Full Sun,Loamy,6.6,Moderate,Outdoor,Large,High,Regular,Decoration,Bougainvillea
Rural,46,12.9,40.1,6.0,2.1,0.15,42.3,Low,86,23,25,56,182,11,Full Shade,Loamy,6.2,Poor,Outdoor,Medium,High,Regular,Air Purification,Spider Plant
Rural,74,28.4,59.9,9.0,2.2,0.32,62.9,High,21,67,20,43,70,19,Full Sun,Clay,6.6,Good,Outdoor,Large,High,Regular,Decoration,Bougainvillea
Rural,43,18.7,38.2,4.5,1.4,0.16,53.0,Low,60,30,29,71,107,8,Full Sun,Loamy,7.0,Moderate,Balcony,Medium,Low,Rare,Decoration,Bougainvillea
Urban,99,31.7,65.5,9.6,4.3,0.37,62.8,High,18,76,26,57,198,0,Partial Shade,Clay,7.6,Good,Indoor,Medium,High,Frequent,Edible,Money Plant
Residential,93,32.3,73.1,11.1,4.2,0.39,66.1,High,43,79,33,37,114,9,Partial Shade,Sandy,6.8,Good,Outdoor,Small,Low,Regular,Edible,Mango
Rural,59,24.5,52.7,6.3,0.9,0.25,59.5,Medium,62,56,31,68,174,9,Full Sun,Sandy,6.4,Good,Outdoor,Medium,Low,Regular,Edible,Guava
Urban,95,27.0,71.3,10.2,3.3,0.38,61.0,High,9,89,23,57,21,0,Partial Shade,Loamy,6.2,Moderate,Indoor,Small,High,Regular,Shade,Spider Plant
Urban,73,25.0,53.3,7.2,3.1,0.24,64.7,Low,60,39,29,50,202,4,Full Sun,Sandy,6.9,Good,Balcony,Medium,Medium,Rare,Decoration,Bougainvillea
Residential,101,33.2,70.8,10.8,3.9,0.41,61.3,High,19,67,27,70,350,12,Partial Shade,Clay,5.8,Moderate,Outdoor,Small,Medium,Frequent,Shade,Bamboo
Residential,65,22.8,55.6,6.0,2.5,0.26,43.3,Medium,32,47,32,78,227,3,Full Shade,Loamy,6.5,Good,Indoor,Large,High,Frequent,Air Purification,Peace Lily
Urban,66,22.3,51.3,7.1,2.2,0.21,32.5,Low,76,33,27,56,63,7,Full Shade,Loamy,6.6,Good,Indoor,Small,Medium,Regular,Air Purification,Money Plant
Residential,73,22.0,51.4,6.1,3.9,0.26,48.8,Medium,49,62,27,59,122,1,Full Shade,Sandy,6.2,Good,Balcony,Medium,Medium,Rare,Air Purification,Money Plant
Residential,82,24.3,61.5,9.7,3.2,0.32,65.8,High,11,57,39,76,208,10,Full Sun,Loamy,6.2,Moderate,Outdoor,Large,Medium,Regular,Edible,Guava
Rural,59,18.8,53.7,6.3,2.2,0.2,58.6,Low,44,47,28,29,0,5,Full Sun,Sandy,5.4,Good,Outdoor,Large,Low,Regular,Decoration,Aloe Vera
Rural,47,16.5,40.9,4.0,2.1,0.19,58.5,Low,62,15,35,71,191,12,Full Sun,Sandy,6.4,Poor,Outdoor,Medium,High,Frequent,Air Purification,Bamboo
Residential,70,24.7,51.5,8.0,3.3,0.24,54.4,Medium,68,60,30,42,83,0,Partial Shade,Loamy,6.3,Moderate,Indoor,Medium,Low,Rare,Shade,ZZ Plant
Rural,88,30.8,75.9,9.2,2.4,0.33,60.9,High,33,88,30,63,163,5,Full Sun,Loamy,6.6,Good,Balcony,Large,Low,Regular,Edible,Guava
Rural,36,15.8,35.4,3.5,1.1,0.14,39.9,Low,79,17,29,50,104,0,Partial Shade,Loamy,6.8,Good,Indoor,Medium,Medium,Frequent,Decoration,Spider Plant
Urban,88,33.0,67.9,9.9,3.0,0.34,55.8,High,10,91,22,80,192,4,Partial Shade,Loamy,7.0,Moderate,Indoor,Small,Medium,Regular,Decoration,Spider Plant
Urban,80,24.3,62.9,8.2,4.1,0.27,45.1,Medium,71,49,36,76,137,3,Full Shade,Sandy,6.6,Good,Indoor,Small,Medium,Regular,Shade,Areca Palm
Urban,85,28.3,58.9,9.1,3.0,0.31,47.5,Medium,35,56,30,76,332,0,Full Shade,Loamy,6.1,Good,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Rural,42,18.9,39.8,3.6,1.3,0.13,50.3,Low,52,41,24,66,84,11,Full Sun,Clay,7.4,Poor,Outdoor,Large,Low,Rare,Edible,Guava
Residential,95,25.9,74.5,10.0,4.1,0.37,55.9,High,29,68,31,64,159,0,Full Sun,Loamy,6.3,Good,Indoor,Small,Medium,Regular,Decoration,Money Plant
Urban,68,22.1,54.6,7.4,3.6,0.27,46.2,Medium,49,48,22,25,63,0,Partial Shade,Loamy,6.8,Good,Indoor,Small,Low,Regular,Air Purification,ZZ Plant
Rural,67,28.6,54.2,5.7,2.6,0.28,60.7,Medium,57,40,24,59,113,16,Partial Shade,Loamy,5.8,Good,Outdoor,Large,Low,Regular,Decoration,Spider Plant
Residential,52,17.8,41.0,4.3,2.9,0.21,59.9,Low,47,33,33,44,0,3,Partial Shade,Loamy,6.8,Moderate,Outdoor,Medium,Low,Rare,Edible,Mango
Urban,78,28.6,65.4,7.5,2.9,0.31,57.6,Medium,64,62,41,69,233,0,Full Sun,Loamy,6.3,Good,Indoor,Large,Low,Rare,Air Purification,Peace Lily
Rural,46,16.8,42.3,4.1,0.7,0.2,52.9,Low,84,16,29,49,41,9,Partial Shade,Loamy,6.3,Good,Balcony,Medium,Medium,Rare,Air Purification,Aloe Vera
Urban,82,29.2,54.0,7.5,3.9,0.29,63.8,Medium,18,50,34,93,183,0,Full Sun,Sandy,6.3,Good,Indoor,Medium,Medium,Regular,Decoration,Areca Palm
Urban,105,32.6,79.2,12.0,3.7,0.42,66.6,High,17,96,30,60,140,11,Full Sun,Loamy,6.7,Good,Outdoor,Large,Low,Regular,Edible,Guava
Urban,101,33.4,68.0,11.5,4.0,0.36,54.7,High,5,95,28,61,125,2,Full Shade,Sandy,6.6,Good,Indoor,Large,High,Frequent,Shade,Money Plant
Urban,94,28.4,75.6,10.6,4.1,0.34,56.8,High,18,69,24,66,184,0,Partial Shade,Loamy,6.3,Poor,Indoor,Large,Medium,Regular,Decoration,Spider Plant
Residential,65,22.5,47.9,8.1,2.4,0.27,59.9,Medium,52,27,23,48,167,5,Full Sun,Loamy,6.5,Poor,Balcony,Medium,Low,Rare,Decoration,Bougainvillea
Rural,43,18.7,37.3,5.1,1.6,0.16,31.5,Low,54,21,24,69,210,5,Partial Shade,Clay,7.2,Moderate,Indoor,Small,Low,Regular,Shade,Spider Plant
Rural,49,19.9,49.2,5.6,1.8,0.13,46.5,Low,78,45,26,61,149,15,Full Sun,Sandy,6.4,Good,Outdoor,Large,High,Rare,Decoration,Bougainvillea
Residential,93,36.2,71.0,10.2,2.9,0.36,51.0,High,62,82,33,76,110,3,Full Shade,Loamy,7.0,Good,Balcony,Small,High,Frequent,Decoration,Money Plant
Rural,89,27.2,60.9,9.6,2.6,0.37,61.2,High,7,73,33,40,42,0,Full Sun,Sandy,6.5,Moderate,Indoor,Small,Medium,Regular,Shade,Bougainvillea
Residential,67,25.5,52.5,7.1,2.2,0.29,56.5,Medium,41,48,26,54,123,2,Full Sun,Sandy,5.5,Poor,Balcony,Large,Low,Rare,Decoration,Bougainvillea
Rural,49,19.3,37.1,5.3,2.1,0.26,50.0,Medium,74,39,29,70,161,14,Partial Shade,Loamy,6.5,Poor,Outdoor,Large,Medium,Regular,Decoration,Areca Palm
Residential,94,28.5,70.5,10.8,2.5,0.34,68.2,High,5,52,32,51,82,16,Full Sun,Sandy,6.6,Good,Outdoor,Large,High,Frequent,Decoration,Bougainvillea
Residential,56,19.8,44.7,4.6,2.4,0.18,66.3,Low,82,28,36,85,266,13,Full Sun,Loamy,6.5,Good,Outdoor,Large,Medium,Regular,Decoration,Bougainvillea
Residential,90,31.1,59.7,9.1,3.5,0.39,60.7,High,5,61,35,40,56,7,Partial Shade,Clay,6.7,Good,Outdoor,Medium,High,Regular,Edible,Mango
Urban,61,24.0,44.5,5.3,3.4,0.18,52.5,Low,61,28,40,47,0,7,Full Sun,Sandy,6.1,Good,Indoor,Small,Medium,Frequent,Decoration,Bougainvillea
Urban,95,32.6,69.6,9.3,4.4,0.34,69.5,High,5,76,33,75,261,8,Full Sun,Sandy,6.0,Good,Balcony,Small,Low,Regular,Edible,Guava
Rural,30,13.6,30.4,2.9,2.1,0.1,43.0,Low,69,10,21,58,147,2,Partial Shade,Loamy,6.8,Good,Indoor,Large,Low,Regular,Decoration,Spider Plant
Residential,80,26.2,61.6,9.1,2.9,0.31,52.6,High,33,73,34,82,235,0,Partial Shade,Clay,7.7,Moderate,Indoor,Medium,Medium,Regular,Decoration,Areca Palm
Rural,59,26.0,46.8,5.7,1.7,0.19,56.5,Low,73,27,28,46,131,6,Full Sun,Sandy,6.7,Good,Outdoor,Small,Medium,Regular,Decoration,Bougainvillea
Residential,81,27.8,59.7,7.8,2.5,0.29,61.1,Medium,24,57,31,57,217,7,Full Sun,Loamy,6.7,Moderate,Outdoor,Large,Medium,Regular,Edible,Guava
Residential,74,27.9,56.1,6.4,2.5,0.26,54.9,Medium,22,47,28,76,86,7,Partial Shade,Loamy,6.2,Good,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Urban,79,29.1,65.3,7.7,3.2,0.25,59.1,Medium,25,69,22,37,10,10,Full Sun,Loamy,6.6,Good,Outdoor,Large,Low,Regular,Edible,Mango
Urban,79,29.8,53.2,7.3,3.3,0.3,54.7,Medium,27,55,25,45,0,0,Partial Shade,Loamy,6.6,Good,Indoor,Large,Low,Regular,Air Purification,ZZ Plant
Urban,98,27.1,74.2,9.4,4.1,0.44,64.7,High,6,83,28,49,150,10,Full Sun,Loamy,7.3,Good,Outdoor,Large,High,Regular,Edible,Mango
Residential,81,22.4,58.7,7.1,3.2,0.29,55.5,Medium,8,69,32,68,154,9,Full Sun,Sandy,6.4,Good,Indoor,Medium,Medium,Frequent,Shade,Bamboo
Urban,90,28.2,63.5,8.3,3.5,0.31,52.5,Medium,24,71,27,80,163,0,Partial Shade,Clay,7.2,Moderate,Indoor,Large,Low,Regular,Decoration,Spider Plant
Residential,88,31.0,66.9,8.4,3.4,0.29,61.1,Medium,7,74,26,86,149,2,Partial Shade,Clay,6.7,Good,Balcony,Medium,Low,Rare,Shade,ZZ Plant
Residential,92,35.1,68.1,9.1,3.5,0.35,62.0,High,31,100,28,31,0,11,Full Sun,Clay,6.9,Moderate,Balcony,Small,High,Frequent,Edible,Mango
Residential,47,14.8,47.2,4.5,2.0,0.13,55.1,Low,98,13,26,37,34,10,Partial Shade,Loamy,5.3,Good,Outdoor,Medium,High,Regular,Decoration,Aloe Vera
Residential,65,20.2,46.2,4.9,2.4,0.19,56.0,Low,55,21,25,68,118,4,Partial Shade,Sandy,6.5,Moderate,Indoor,Medium,Low,Regular,Decoration,Money Plant
Urban,100,30.5,68.7,9.4,3.8,0.43,64.2,High,44,87,16,95,310,3,Partial Shade,Sandy,5.9,Moderate,Indoor,Small,Medium,Rare,Edible,Peace Lily
Rural,57,21.3,54.9,5.6,1.5,0.2,48.5,Medium,49,51,30,70,236,15,Partial Shade,Loamy,6.2,Moderate,Outdoor,Medium,High,Regular,Decoration,Areca Palm
Residential,58,18.0,40.0,5.5,2.1,0.18,55.4,Low,96,18,30,40,131,11,Full Sun,Loamy,6.3,Good,Outdoor,Large,Medium,Regular,Edible,Mango
Rural,51,18.9,48.3,4.3,2.8,0.15,60.3,Low,74,14,28,69,217,16,Full Sun,Sandy,6.1,Good,Outdoor,Large,Low,Rare,Edible,Guava
Urban,67,20.9,57.9,5.0,3.5,0.26,61.7,Low,78,37,25,69,146,8,Full Sun,Sandy,6.1,Good,Outdoor,Medium,Medium,Regular,Edible,Guava
Rural,53,16.9,53.1,5.2,1.4,0.23,57.9,Medium,54,32,34,65,134,11,Full Sun,Sandy,6.2,Moderate,Outdoor,Medium,Low,Rare,Air Purification,Guava
Residential,80,25.0,59.3,7.7,3.1,0.29,52.1,Medium,53,77,29,39,1,0,Full Shade,Loamy,6.5,Good,Balcony,Medium,Medium,Regular,Edible,Mango
Rural,50,14.6,43.0,4.1,1.7,0.18,51.3,Low,62,28,27,73,187,11,Full Sun,Loamy,6.3,Good,Outdoor,Large,Low,Regular,Decoration,Bougainvillea
Residential,50,20.0,41.2,4.5,2.1,0.16,42.9,Low,100,27,26,86,224,9,Full Shade,Sandy,5.5,Good,Indoor,Large,Medium,Regular,Decoration,Peace Lily
Residential,55,20.4,46.0,5.0,1.6,0.17,57.0,Low,38,55,28,49,237,7,Full Sun,Clay,7.2,Moderate,Balcony,Large,High,Regular,Decoration,Bougainvillea
Residential,79,28.5,57.2,8.7,3.6,0.32,59.3,Medium,58,64,36,31,139,13,Full Sun,Loamy,7.0,Good,Outdoor,Small,Low,Rare,Decoration,Bougainvillea
Urban,86,30.7,59.8,8.6,3.5,0.3,60.1,Medium,42,57,35,67,202,1,Full Sun,Loamy,5.8,Moderate,Indoor,Small,Medium,Regular,Air Purification,Peace Lily
Urban,105,37.9,70.6,10.8,3.5,0.38,57.8,High,23,100,34,54,163,5,Full Sun,Sandy,6.3,Good,Balcony,Medium,Low,Rare,Shade,Bougainvillea
Rural,69,29.5,59.5,8.4,2.8,0.3,55.1,High,30,100,27,85,400,15,Full Sun,Clay,7.6,Poor,Outdoor,Medium,High,Frequent,Air Purification,Bamboo
Residential,55,17.5,42.4,6.2,1.8,0.16,49.4,Low,88,20,31,48,45,10,Partial Shade,Loamy,7.0,Good,Outdoor,Large,Medium,Regular,Decoration,Bougainvillea
Residential,71,21.6,53.8,7.0,2.7,0.25,61.8,Medium,51,43,22,68,5,10,Partial Shade,Sandy,6.6,Good,Outdoor,Large,Low,Regular,Decoration,Spider Plant
Urban,61,22.8,59.5,5.1,3.5,0.22,53.6,Low,75,48,38,84,342,3,Partial Shade,Sandy,6.3,Good,Indoor,Medium,Medium,Frequent,Shade,Peace Lily
Residential,73,24.5,61.5,7.0,3.6,0.28,57.4,Medium,100,52,35,56,108,15,Full Sun,Loamy,5.9,Poor,Outdoor,Medium,Medium,Regular,Edible,Mango
Urban,84,29.6,72.6,7.3,4.2,0.31,40.5,Medium,68,86,28,54,208,0,Full Shade,Loamy,7.4,Moderate,Indoor,Medium,High,Regular,Air Purification,Money Plant
Urban,91,30.5,63.4,8.4,4.5,0.33,60.1,Medium,12,48,29,37,103,8,Partial Shade,Loamy,7.6,Good,Balcony,Large,High,Rare,Decoration,Aloe Vera
Residential,67,24.7,56.6,5.9,2.2,0.25,56.5,Medium,49,55,31,39,82,8,Partial Shade,Sandy,5.9,Good,Balcony,Small,Medium,Rare,Shade,Bougainvillea
Urban,71,27.5,59.1,7.4,2.7,0.26,52.2,Medium,45,55,31,53,94,0,Partial Shade,Clay,7.5,Moderate,Balcony,Small,Medium,Frequent,Decoration,Money Plant
Urban,90,32.1,64.7,9.0,3.8,0.28,68.1,Medium,64,75,32,29,0,10,Full Sun,Sandy,6.0,Good,Outdoor,Large,High,Frequent,Decoration,Bougainvillea
Residential,96,26.3,70.5,10.0,3.0,0.37,63.3,High,40,73,30,69,275,16,Full Sun,Loamy,6.6,Good,Outdoor,Medium,Medium,Frequent,Edible,Guava
Residential,89,31.2,71.4,8.6,3.1,0.32,66.2,High,18,83,24,82,243,13,Partial Shade,Sandy,6.1,Good,Balcony,Large,Medium,Frequent,Decoration,Peace Lily
Rural,35,14.2,36.4,4.4,0.9,0.12,42.0,Low,98,26,31,66,113,0,Partial Shade,Clay,7.4,Good,Indoor,Large,High,Regular,Decoration,Money Plant
Urban,93,31.3,69.4,9.1,4.1,0.41,57.3,High,22,79,36,54,51,2,Full Sun,Loamy,6.7,Moderate,Indoor,Small,Medium,Regular,Edible,Mango
Urban,96,30.0,67.9,10.7,4.2,0.37,61.5,High,5,78,22,50,13,7,Full Sun,Loamy,7.3,Good,Outdoor,Large,Medium,Regular,Edible,Guava
Residential,58,21.8,39.6,5.8,3.3,0.23,63.4,Low,100,38,25,95,296,3,Full Sun,Sandy,5.6,Good,Balcony,Medium,Medium,Rare,Shade,Bamboo
Urban,94,30.8,60.6,9.5,3.8,0.34,52.5,High,31,81,28,83,360,4,Partial Shade,Sandy,5.5,Poor,Indoor,Large,Low,Rare,Shade,Bamboo
Urban,100,33.7,63.5,10.6,4.1,0.38,48.8,High,5,86,27,65,207,0,Full Shade,Sandy,6.2,Good,Indoor,Medium,Medium,Regular,Decoration,Peace Lily
Urban,91,35.4,65.9,9.0,4.1,0.34,64.2,Medium,64,68,30,56,154,14,Full Sun,Loamy,6.3,Good,Outdoor,Large,Low,Regular,Decoration,Bougainvillea
Residential,103,37.2,73.5,10.4,3.4,0.38,51.4,High,26,72,29,76,131,0,Partial Shade,Sandy,5.9,Good,Indoor,Large,Medium,Regular,Edible,Areca Palm
Urban,98,32.6,71.1,9.9,3.3,0.37,54.3,High,18,62,22,69,101,0,Partial Shade,Loamy,7.1,Good,Indoor,Medium,High,Frequent,Decoration,Peace Lily
Rural,88,32.4,59.9,9.8,3.1,0.37,60.9,High,24,69,30,74,172,10,Full Sun,Loamy,5.8,Moderate,Outdoor,Small,Medium,Regular,Air Purification,Bamboo
Rural,34,15.7,39.6,3.6,1.6,0.08,50.6,Low,81,14,32,47,11,11,Full Sun,Clay,6.8,Poor,Outdoor,Large,Low,Frequent,Edible,Mango
Residential,74,30.8,59.3,7.9,2.6,0.25,57.6,Medium,40,73,30,51,118,6,Partial Shade,Clay,5.9,Moderate,Outdoor,Medium,High,Rare,Edible,Mango
Residential,87,30.7,61.4,9.1,1.9,0.31,58.7,Medium,22,62,26,57,58,6,Full Shade,Sandy,6.0,Moderate,Outdoor,Large,Low,Rare,Edible,Guava
Urban,105,34.6,74.6,11.1,3.9,0.42,46.0,High,5,75,26,60,68,0,Full Shade,Sandy,6.5,Good,Indoor,Medium,High,Regular,Decoration,Money Plant
Rural,46,16.1,46.1,4.8,1.1,0.16,51.4,Low,88,31,30,70,217,9,Full Sun,Loamy,5.6,Moderate,Outdoor,Large,Low,Rare,Edible,Guava
Urban,105,33.2,73.6,11.5,3.3,0.43,59.5,High,5,78,30,57,116,8,Partial Shade,Clay,6.4,Poor,Outdoor,Large,Low,Rare,Edible,Guava
Rural,80,27.4,62.8,9.1,2.3,0.35,52.9,High,33,86,26,58,52,4,Partial Shade,Loamy,5.9,Good,Balcony,Medium,Low,Rare,Edible,Aloe Vera
Rural,48,19.2,41.7,4.4,1.6,0.16,48.5,Low,38,15,29,58,83,10,Partial Shade,Loamy,6.7,Good,Outdoor,Medium,Low,Regular,Decoration,Bougainvillea
Urban,98,29.1,72.4,10.5,4.0,0.35,49.0,High,16,61,26,49,38,3,Full Shade,Loamy,6.5,Moderate,Indoor,Medium,Low,Frequent,Air Purification,ZZ Plant
Residential,79,24.6,55.5,6.8,3.3,0.32,63.8,Medium,39,48,26,55,43,11,Full Sun,Loamy,7.1,Moderate,Outdoor,Medium,Medium,Frequent,Edible,Mango
Urban,84,25.5,63.5,10.4,3.3,0.34,63.1,High,49,74,25,84,172,8,Partial Shade,Loamy,6.9,Moderate,Outdoor,Large,Medium,Frequent,Edible,Guava
Residential,61,22.7,55.6,5.0,2.9,0.21,41.2,Medium,60,54,33,60,195,3,Partial Shade,Clay,6.8,Good,Indoor,Medium,Low,Rare,Air Purification,Money Plant
Rural,69,24.6,54.9,6.9,2.8,0.25,59.4,Medium,20,56,33,85,271,7,Partial Shade,Loamy,6.1,Good,Balcony,Small,Medium,Rare,Air Purification,Bamboo
Rural,57,22.2,50.3,8.2,2.6,0.31,58.5,High,52,67,28,75,248,16,Full Shade,Sandy,5.7,Good,Outdoor,Large,Medium,Rare,Air Purification,Bamboo
Urban,105,32.9,73.3,10.2,4.2,0.41,60.4,High,19,87,28,35,84,3,Partial Shade,Loamy,6.5,Good,Balcony,Small,Low,Rare,Shade,Aloe Vera
Urban,58,16.3,44.1,6.4,2.1,0.21,52.9,Low,63,36,40,68,140,10,Partial Shade,Loamy,6.6,Poor,Balcony,Small,High,Rare,Air Purification,Areca Palm
Urban,97,33.5,67.7,9.2,3.6,0.36,48.5,High,36,81,28,65,297,1,Full Shade,Clay,7.1,Moderate,Indoor,Medium,Medium,Frequent,Decoration,Peace Lily
Urban,105,33.5,71.9,11.6,3.6,0.44,67.5,High,25,85,31,64,149,5,Full Sun,Clay,6.5,Poor,Outdoor,Large,Low,Rare,Edible,Guava
Rural,43,16.6,44.2,4.2,1.8,0.18,42.7,Low,37,40,23,68,260,0,Full Sun,Sandy,6.9,Poor,Indoor,Small,Medium,Regular,Shade,Bamboo
Residential,70,21.6,58.5,6.5,2.8,0.23,55.6,Medium,52,48,23,55,183,9,Partial Shade,Sandy,6.7,Moderate,Balcony,Medium,High,Regular,Decoration,Spider Plant
Urban,105,41.2,68.6,11.1,3.4,0.43,53.9,High,6,79,33,52,18,3,Full Shade,Loamy,6.8,Good,Indoor,Small,Low,Rare,Shade,ZZ Plant
Urban,74,27.7,58.3,7.2,3.1,0.26,62.2,Low,80,54,38,68,195,6,Full Sun,Sandy,5.7,Good,Outdoor,Large,Medium,Regular,Air Purification,Bamboo
Rural,54,18.4,45.5,5.5,1.5,0.18,41.1,Low,53,27,31,68,203,0,Partial Shade,Loamy,6.8,Moderate,Indoor,Small,High,Frequent,Shade,Areca Palm
Rural,44,18.5,34.3,4.5,0.9,0.17,53.0,Low,73,11,23,56,143,9,Full Sun,Sandy,6.1,Good,Outdoor,Large,Medium,Regular,Air Purification,Guava
Rural,62,23.9,54.1,6.1,2.2,0.23,51.9,Medium,42,43,28,47,179,14,Full Sun,Loamy,6.4,Moderate,Outdoor,Small,High,Regular,Decoration,Bougainvillea
Residential,69,24.0,49.7,7.2,2.8,0.3,61.5,Medium,40,59,33,55,263,13,Full Sun,Sandy,5.9,Good,Outdoor,Medium,Medium,Frequent,Decoration,Bougainvillea
Rural,57,22.6,48.4,4.4,1.7,0.24,52.9,Low,81,32,25,71,148,9,Full Sun,Sandy,6.9,Moderate,Outdoor,Small,Medium,Frequent,Edible,Guava
Residential,70,24.5,60.4,6.6,3.5,0.24,48.1,Medium,49,61,35,72,133,0,Partial Shade,Clay,6.1,Moderate,Indoor,Medium,Medium,Regular,Decoration,Areca Palm
Residential,67,27.6,48.1,4.9,2.6,0.22,56.0,Low,96,51,28,58,98,15,Full Sun,Loamy,7.0,Good,Outdoor,Large,Medium,Regular,Edible,Mango
Urban,105,31.9,71.3,11.6,3.4,0.35,50.9,High,10,100,24,66,221,1,Partial Shade,Clay,7.3,Good,Indoor,Small,Medium,Regular,Shade,Spider Plant
Urban,97,31.6,69.8,10.8,3.3,0.41,51.8,High,27,100,32,77,213,12,Partial Shade,Sandy,6.4,Good,Indoor,Small,Medium,Regular,Air Purification,Areca Palm
Urban,65,25.3,54.0,6.8,2.7,0.2,48.5,Low,50,55,32,65,192,4,Partial Shade,Loamy,7.0,Moderate,Indoor,Small,Medium,Frequent,Shade,Areca Palm
Residential,76,24.6,56.1,6.6,2.4,0.26,55.5,Medium,53,26,39,83,278,0,Partial Shade,Clay,6.3,Moderate,Indoor,Medium,Medium,Frequent,Edible,Peace Lily
Residential,67,25.8,54.9,6.6,2.4,0.23,57.1,Medium,70,66,27,46,0,13,Full Sun,Loamy,7.6,Good,Outdoor,Large,Low,Rare,Edible,Mango
Residential,78,28.3,57.6,8.6,3.6,0.3,63.0,Medium,14,54,24,79,257,14,Full Sun,Loamy,7.1,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Bamboo
Residential,71,29.1,55.3,5.4,2.3,0.26,48.2,Low,54,31,28,75,84,0,Partial Shade,Clay,6.0,Poor,Indoor,Large,Low,Rare,Decoration,ZZ Plant
Residential,91,32.5,69.4,9.2,3.1,0.37,58.5,High,16,68,24,68,166,6,Partial Shade,Sandy,6.0,Good,Outdoor,Medium,Medium,Rare,Air Purification,Areca Palm
Rural,55,14.9,50.0,4.1,1.6,0.2,57.2,Medium,39,35,29,51,191,10,Full Sun,Sandy,5.7,Good,Outdoor,Medium,Medium,Frequent,Air Purification,Guava
Residential,54,22.6,47.3,4.9,1.1,0.19,34.4,Low,58,23,25,47,223,8,Partial Shade,Sandy,6.6,Good,Indoor,Medium,High,Frequent,Air Purification,Peace Lily
Rural,40,13.5,30.5,3.2,2.1,0.16,55.9,Low,64,10,21,73,400,12,Full Sun,Loamy,7.1,Poor,Outdoor,Medium,Low,Rare,Air Purification,Bamboo
Residential,57,21.2,40.5,5.1,2.0,0.17,51.7,Low,89,39,29,63,175,16,Partial Shade,Loamy,6.8,Good,Outdoor,Medium,Medium,Regular,Decoration,Areca Palm
Residential,92,34.5,67.9,9.4,2.9,0.33,58.6,High,21,90,30,61,7,4,Partial Shade,Sandy,6.1,Good,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Rural,38,18.8,31.9,4.1,1.4,0.13,50.8,Low,91,21,29,65,268,9,Partial Shade,Loamy,6.6,Good,Balcony,Medium,Low,Rare,Air Purification,Areca Palm
Urban,105,30.6,83.0,10.9,3.6,0.35,69.3,High,10,80,30,69,168,5,Full Sun,Loamy,6.4,Good,Balcony,Medium,High,Regular,Air Purification,Areca Palm
Residential,66,27.0,55.5,7.6,2.1,0.27,53.7,Medium,67,78,33,36,163,16,Full Sun,Loamy,6.3,Good,Outdoor,Medium,Low,Rare,Edible,Mango
Urban,87,28.2,67.9,9.4,3.1,0.33,71.9,Medium,51,39,34,55,91,0,Full Sun,Sandy,6.1,Moderate,Outdoor,Large,Low,Rare,Decoration,Bougainvillea
Rural,49,19.3,32.7,4.9,2.6,0.17,45.0,Low,48,40,25,55,112,17,Partial Shade,Loamy,6.0,Good,Outdoor,Large,Low,Regular,Air Purification,Spider Plant
Urban,79,28.1,61.2,7.9,2.6,0.35,45.2,Medium,64,58,33,34,51,0,Partial Shade,Sandy,6.4,Good,Indoor,Small,Low,Regular,Decoration,Aloe Vera
Urban,77,27.5,65.7,7.4,3.5,0.31,50.1,Medium,53,70,32,91,248,5,Full Shade,Sandy,5.5,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Residential,93,26.7,64.7,9.4,2.6,0.35,57.4,High,8,75,32,51,0,5,Partial Shade,Loamy,7.0,Good,Balcony,Large,Low,Frequent,Edible,Mango
Residential,78,24.6,57.1,8.4,3.3,0.3,65.3,Medium,8,46,32,57,164,6,Full Sun,Loamy,6.5,Good,Balcony,Large,Low,Frequent,Edible,Mango
Residential,73,22.8,56.4,7.2,2.8,0.29,65.2,Medium,65,45,38,65,153,15,Full Sun,Loamy,6.4,Good,Outdoor,Small,Medium,Frequent,Air Purification,Bamboo
