AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Residential,66,19.2,37.1,5.0,2.4,0.73,84.7,Medium,71,69,17,35,287,7,Full Sun,Sandy,6.7,Moderate,Balcony,Small,High,Frequent,Decoration,Bougainvillea
Rural,83,31.1,60.9,9.4,4.1,0.59,59.4,Low,21,96,19,75,72,4,Full Sun,Loamy,7.6,Moderate,Outdoor,Large,Low,Regular,Decoration,Ashoka
Residential,82,37.4,76.0,6.6,1.6,0.78,65.3,High,31,96,29,84,356,12,Full Sun,Loamy,5.5,Moderate,Outdoor,Large,High,Frequent,Decoration,Ashoka
Urban,35,10.2,21.2,12.6,1.7,0.16,77.8,Medium,115,62,20,50,266,19,Full Sun,Sandy,5.9,Good,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Rural,104,15.0,27.5,10.0,3.8,0.2,69.0,Medium,141,72,26,81,273,13,Full Sun,Loamy,6.6,Poor,Outdoor,Large,Low,Frequent,Shade,Banyan
Residential,72,37.0,73.6,18.6,7.2,0.38,70.9,High,131,21,26,56,299,12,Full Sun,Loamy,8.0,Good,Outdoor,Large,Medium,Regular,Decoration,Ashoka
Rural,86,35.2,76.2,18.6,5.3,0.19,48.7,Low,5,15,39,69,58,1,Partial Shade,Loamy,6.7,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,59,18.1,36.0,17.9,1.7,0.21,74.7,High,111,70,38,57,211,20,Full Sun,Sandy,8.0,Moderate,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Residential,39,14.8,27.3,6.4,4.4,0.73,72.9,High,61,15,23,32,311,5,Partial Shade,Clay,5.1,Poor,Balcony,Small,Medium,Regular,Edible,Tulsi
Rural,85,34.2,69.0,6.3,2.7,0.44,74.1,Low,40,61,21,86,231,11,Partial Shade,Loamy,5.0,Good,Outdoor,Large,High,Frequent,Edible,Guava
Residential,71,16.4,29.9,15.2,4.8,0.42,85.2,Low,20,95,31,53,218,20,Partial Shade,Loamy,6.9,Poor,Balcony,Small,Low,Frequent,Edible,Aloe Vera
Residential,57,10.1,22.0,11.8,0.9,0.31,45.0,Medium,96,93,21,69,330,2,Full Sun,Loamy,6.8,Poor,Outdoor,Large,Medium,Rare,Edible,Guava
Urban,101,28.6,62.3,16.9,7.8,0.42,79.4,Medium,142,52,38,71,203,19,Partial Shade,Loamy,7.0,Moderate,Outdoor,Large,Medium,Rare,Decoration,Bamboo
Residential,57,33.0,66.9,9.4,6.6,0.61,42.0,Low,109,92,36,92,76,12,Full Sun,Clay,7.3,Good,Outdoor,Large,Medium,Regular,Shade,Mango
Residential,49,19.0,35.7,1.3,4.5,0.11,68.1,Medium,88,43,26,32,233,1,Partial Shade,Clay,7.5,Moderate,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Residential,82,28.8,54.2,14.1,0.8,0.71,49.5,Low,97,46,35,70,368,1,Full Sun,Clay,5.4,Moderate,Outdoor,Large,Medium,Frequent,Shade,Neem
Urban,66,41.7,84.3,12.7,1.8,0.43,74.5,Low,141,51,37,85,204,1,Full Sun,Sandy,6.6,Good,Indoor,Medium,Low,Regular,Shade,Areca Palm
Urban,51,15.0,31.5,2.2,5.4,0.23,33.2,Low,94,26,29,76,255,9,Full Sun,Loamy,7.8,Moderate,Indoor,Medium,Medium,Rare,Shade,Snake Plant
Urban,90,9.8,21.3,15.8,4.4,0.51,50.5,High,121,94,29,84,60,19,Partial Shade,Sandy,6.2,Good,Balcony,Small,Medium,Frequent,Edible,Aloe Vera
Urban,50,16.4,30.9,13.6,1.1,0.29,62.3,High,127,69,21,87,78,10,Full Shade,Loamy,5.9,Moderate,Outdoor,Large,Medium,Regular,Shade,Mango
Urban,92,14.4,31.4,14.8,3.0,0.75,32.9,Low,71,11,29,33,188,2,Partial Shade,Sandy,8.0,Moderate,Indoor,Medium,Low,Regular,Edible,Tulsi
Residential,101,23.2,50.5,4.0,1.0,0.69,62.2,Low,113,54,17,55,391,15,Partial Shade,Sandy,5.1,Good,Outdoor,Large,Low,Rare,Shade,Banyan
Urban,66,11.6,25.1,10.6,1.7,0.1,34.3,High,6,37,16,88,197,1,Partial Shade,Loamy,5.5,Moderate,Indoor,Medium,High,Frequent,Shade,Snake Plant
Residential,70,17.8,33.2,15.8,0.6,0.75,75.7,Low,132,46,30,47,386,6,Partial Shade,Sandy,6.5,Good,Balcony,Small,Low,Regular,Air Purification,Areca Palm
Residential,43,17.6,34.8,6.5,6.1,0.47,84.3,Medium,77,21,41,94,75,18,Full Sun,Loamy,7.6,Moderate,Indoor,Medium,Medium,Regular,Edible,Tulsi
Urban,76,37.5,81.9,15.5,4.2,0.14,64.0,Medium,73,60,20,30,104,3,Partial Shade,Loamy,7.8,Good,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Residential,76,40.3,72.6,12.8,5.7,0.74,37.4,Medium,108,95,17,56,110,0,Full Sun,Clay,7.0,Good,Indoor,Medium,Medium,Regular,Edible,Tulsi
Rural,58,15.4,28.8,17.1,6.4,0.28,62.6,Medium,18,95,27,51,251,7,Full Shade,Clay,7.9,Poor,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Residential,84,21.9,47.6,19.7,3.0,0.45,76.2,Medium,24,95,26,53,314,1,Full Sun,Loamy,6.4,Good,Indoor,Medium,Low,Frequent,Decoration,Areca Palm
Urban,92,12.2,26.2,17.8,2.9,0.27,73.4,Low,40,17,31,36,103,7,Partial Shade,Loamy,6.7,Good,Indoor,Medium,Low,Regular,Decoration,Money Plant
Residential,46,15.7,33.2,3.9,4.3,0.31,34.5,Medium,133,24,37,80,117,6,Partial Shade,Clay,6.3,Good,Balcony,Small,Low,Frequent,Decoration,Money Plant
Urban,41,10.1,21.5,13.6,3.8,0.36,66.7,Low,85,66,17,68,282,4,Full Sun,Clay,7.4,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Urban,33,38.2,70.2,4.9,3.1,0.3,78.5,High,129,68,17,35,84,6,Full Shade,Sandy,5.7,Good,Balcony,Small,Medium,Frequent,Decoration,Spider Plant
Residential,97,41.6,86.1,9.8,6.7,0.16,73.8,Medium,119,53,40,68,377,18,Full Sun,Clay,5.7,Good,Outdoor,Large,Medium,Rare,Shade,Neem
Rural,49,21.2,39.6,2.7,5.6,0.17,83.9,Medium,101,12,17,88,325,0,Partial Shade,Clay,7.1,Moderate,Balcony,Small,Medium,Frequent,Shade,Bamboo
Urban,33,40.0,81.7,3.1,0.9,0.66,80.1,Low,87,41,18,62,270,0,Partial Shade,Loamy,6.2,Good,Indoor,Medium,Medium,Regular,Decoration,Spider Plant
Residential,34,34.9,68.9,9.5,4.2,0.18,87.4,Medium,36,77,24,30,66,17,Partial Shade,Loamy,5.1,Good,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Urban,44,23.6,44.6,5.5,7.0,0.33,55.4,Medium,129,86,34,87,288,17,Full Sun,Sandy,7.9,Moderate,Outdoor,Large,Low,Rare,Shade,Neem
Urban,99,41.3,87.2,16.0,3.0,0.51,49.0,High,39,94,23,90,176,10,Full Shade,Loamy,8.1,Moderate,Balcony,Small,Medium,Frequent,Decoration,Spider Plant
Urban,38,32.9,67.5,2.9,3.8,0.6,51.2,High,30,29,17,89,66,20,Partial Shade,Sandy,5.7,Moderate,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Urban,54,25.1,45.3,11.2,4.6,0.78,54.8,High,118,75,30,80,294,13,Full Sun,Loamy,7.8,Good,Indoor,Medium,Medium,Regular,Edible,Tulsi
Residential,41,14.1,30.9,8.0,6.6,0.77,45.0,Medium,6,43,27,50,311,12,Full Sun,Loamy,6.1,Moderate,Indoor,Medium,Medium,Regular,Decoration,Areca Palm
Urban,103,34.0,70.2,12.7,3.2,0.54,58.7,Medium,113,36,39,79,372,3,Partial Shade,Loamy,8.0,Good,Outdoor,Large,Medium,Frequent,Edible,Guava
Residential,46,9.2,16.9,19.3,2.4,0.26,48.2,Medium,37,82,18,92,180,7,Partial Shade,Loamy,8.1,Good,Indoor,Medium,Low,Regular,Edible,Tulsi
Residential,102,33.8,63.1,15.0,7.8,0.27,80.4,High,24,74,38,87,199,13,Full Sun,Clay,6.7,Good,Indoor,Medium,Low,Frequent,Air Purification,Snake Plant
Residential,62,30.7,67.3,2.3,6.9,0.51,41.6,Low,117,21,37,71,96,8,Full Sun,Sandy,5.0,Good,Outdoor,Large,Medium,Frequent,Air Purification,Banyan
Rural,89,18.5,40.0,10.1,3.8,0.74,57.2,Medium,119,79,28,53,60,20,Partial Shade,Loamy,6.2,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,32,33.8,70.5,19.3,3.6,0.46,47.5,High,127,15,32,90,282,15,Full Shade,Clay,7.3,Moderate,Indoor,Medium,Medium,Regular,Decoration,Peace Lily
Rural,85,32.9,63.1,19.6,5.8,0.4,72.6,High,12,82,19,79,136,16,Full Sun,Loamy,6.4,Good,Outdoor,Large,Low,Frequent,Edible,Guava
Rural,70,25.8,49.3,2.5,2.3,0.3,84.4,Low,75,34,17,51,139,18,Partial Shade,Loamy,5.9,Good,Outdoor,Large,Low,Regular,Decoration,Areca Palm
Residential,31,11.3,22.6,16.3,5.1,0.5,56.3,Medium,20,14,23,76,273,10,Partial Shade,Sandy,6.1,Good,Outdoor,Large,Medium,Rare,Edible,Coconut
Urban,69,15.8,30.8,16.1,4.4,0.54,84.7,High,87,69,26,88,265,17,Partial Shade,Clay,8.1,Moderate,Indoor,Medium,High,Regular,Edible,Tulsi
Residential,55,42.1,88.7,9.5,4.5,0.2,42.0,Medium,45,94,15,58,77,0,Partial Shade,Loamy,5.3,Good,Indoor,Medium,Low,Regular,Shade,Areca Palm
Residential,54,21.2,40.3,11.9,4.8,0.3,39.0,Low,138,34,26,51,330,5,Full Sun,Loamy,6.6,Moderate,Balcony,Small,High,Regular,Shade,Bamboo
Urban,65,13.3,24.5,14.2,7.4,0.44,53.2,Low,142,96,41,90,62,16,Partial Shade,Sandy,5.2,Good,Balcony,Small,Medium,Frequent,Air Purification,Snake Plant
Residential,46,42.3,89.1,11.3,5.4,0.56,63.8,High,98,18,22,35,221,17,Partial Shade,Clay,6.1,Good,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Rural,62,17.1,36.2,7.6,3.7,0.53,83.3,High,30,90,19,51,83,0,Partial Shade,Clay,7.6,Good,Indoor,Medium,High,Regular,Air Purification,Peace Lily
Rural,104,32.5,70.6,10.5,3.6,0.51,84.6,Medium,138,45,28,66,190,3,Partial Shade,Loamy,7.7,Moderate,Outdoor,Large,High,Rare,Air Purification,Neem
Residential,94,25.3,50.4,15.0,5.9,0.33,67.0,Medium,65,77,26,38,266,13,Full Sun,Loamy,7.5,Good,Outdoor,Large,High,Rare,Decoration,Ashoka
Residential,70,39.3,76.1,19.2,4.7,0.37,38.8,Medium,49,51,26,46,370,3,Partial Shade,Loamy,5.2,Good,Outdoor,Large,Low,Regular,Edible,Mango
Urban,48,41.0,84.4,9.3,5.3,0.2,64.0,Low,50,47,21,78,369,6,Partial Shade,Sandy,5.8,Good,Outdoor,Large,Low,Regular,Shade,Mango
Urban,63,27.8,59.0,3.2,1.9,0.71,42.6,Medium,133,31,40,78,167,9,Full Sun,Sandy,6.1,Moderate,Indoor,Medium,Medium,Rare,Shade,Snake Plant
Urban,38,39.2,73.2,19.9,3.9,0.34,79.8,Medium,7,13,41,69,250,19,Full Shade,Clay,7.5,Poor,Outdoor,Large,Low,Rare,Decoration,Bamboo
Urban,36,26.3,47.5,9.4,1.0,0.57,62.3,Medium,80,53,23,94,73,17,Full Shade,Loamy,7.7,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Urban,85,39.1,82.6,3.7,6.9,0.17,35.2,High,14,20,28,49,255,9,Full Sun,Loamy,6.7,Moderate,Indoor,Medium,Medium,Regular,Decoration,Areca Palm
Residential,99,24.8,47.3,15.0,2.9,0.31,37.8,High,121,22,30,53,278,6,Partial Shade,Clay,7.4,Good,Balcony,Small,Low,Frequent,Decoration,Money Plant
Rural,91,25.6,47.1,9.5,4.3,0.56,40.6,Low,43,84,19,86,314,1,Partial Shade,Loamy,5.4,Moderate,Outdoor,Large,Medium,Regular,Decoration,Areca Palm
Urban,68,32.0,60.3,1.4,1.6,0.23,77.9,High,83,20,29,89,310,9,Partial Shade,Sandy,6.7,Moderate,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Rural,65,10.6,21.4,18.2,2.9,0.41,36.8,Medium,65,20,30,69,220,3,Full Sun,Sandy,8.2,Good,Outdoor,Large,Medium,Regular,Edible,Coconut
Residential,30,22.5,42.9,14.3,0.6,0.75,89.4,Low,108,80,16,34,111,19,Partial Shade,Sandy,5.2,Poor,Outdoor,Large,High,Regular,Shade,Mango
Urban,32,27.3,58.9,6.3,4.5,0.66,84.4,High,39,60,27,53,242,7,Partial Shade,Clay,5.1,Good,Outdoor,Large,Low,Regular,Shade,Mango
Urban,73,35.2,71.7,16.9,1.8,0.15,46.8,Medium,110,22,32,38,141,12,Partial Shade,Sandy,7.3,Moderate,Indoor,Medium,Low,Regular,Shade,Areca Palm
Rural,35,31.1,61.7,16.6,1.7,0.68,37.5,Low,139,46,28,62,259,11,Partial Shade,Clay,6.3,Moderate,Indoor,Medium,Low,Frequent,Edible,Tulsi
Urban,41,22.1,40.2,13.2,6.4,0.16,30.9,High,64,48,25,46,272,3,Full Sun,Loamy,6.3,Poor,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Rural,88,38.9,71.4,3.3,7.8,0.44,73.0,Low,84,54,34,39,193,11,Partial Shade,Loamy,6.0,Poor,Outdoor,Large,Medium,Regular,Decoration,Areca Palm
Residential,35,24.6,52.9,15.2,5.0,0.21,40.9,Medium,54,97,29,44,92,19,Partial Shade,Clay,7.2,Good,Indoor,Medium,Low,Regular,Decoration,Money Plant
Residential,53,18.4,37.7,18.3,7.4,0.72,54.9,High,6,84,38,76,328,4,Full Sun,Loamy,6.9,Poor,Outdoor,Large,Medium,Frequent,Shade,Neem
Urban,93,29.8,61.6,11.9,5.6,0.17,56.8,Low,68,38,34,69,346,14,Full Sun,Loamy,5.9,Good,Outdoor,Large,Low,Frequent,Decoration,Ashoka
Rural,99,31.0,55.9,3.4,1.3,0.44,82.4,Medium,88,39,29,33,294,5,Partial Shade,Loamy,5.6,Good,Indoor,Medium,High,Frequent,Air Purification,Peace Lily
Residential,48,13.3,28.4,14.8,1.4,0.11,73.0,High,89,14,37,36,149,3,Full Sun,Loamy,7.5,Good,Outdoor,Large,Low,Rare,Edible,Guava
Residential,73,22.9,42.9,15.7,6.2,0.47,76.7,Low,39,75,29,68,329,4,Full Sun,Loamy,6.5,Good,Outdoor,Large,Medium,Regular,Edible,Mango
Residential,63,34.1,67.0,12.8,3.0,0.21,54.6,Medium,34,30,20,84,208,3,Partial Shade,Loamy,5.7,Good,Outdoor,Large,Low,Frequent,Shade,Neem
Urban,43,10.8,21.1,6.2,2.4,0.5,74.4,Medium,31,32,28,66,74,3,Partial Shade,Sandy,6.7,Good,Balcony,Small,High,Regular,Air Purification,Areca Palm
Urban,46,13.5,28.1,1.5,3.0,0.71,86.3,Low,62,78,16,94,340,11,Full Sun,Loamy,5.6,Good,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Residential,57,27.1,52.6,14.8,4.6,0.65,43.5,Medium,119,64,35,49,135,2,Full Sun,Loamy,5.7,Good,Balcony,Small,Low,Rare,Air Purification,Bamboo
Urban,76,39.8,78.7,19.8,0.9,0.57,87.5,Medium,122,89,36,50,284,16,Full Sun,Loamy,5.2,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Urban,88,41.8,79.1,15.2,5.5,0.46,41.5,Medium,122,11,26,67,304,4,Partial Shade,Loamy,5.5,Good,Indoor,Medium,Low,Regular,Edible,Tulsi
Rural,33,23.5,43.5,15.6,6.6,0.56,71.7,High,90,74,40,87,135,6,Partial Shade,Loamy,7.4,Good,Outdoor,Large,Low,Frequent,Shade,Neem
Urban,33,17.5,35.5,4.2,3.5,0.51,42.6,Medium,80,92,30,80,373,10,Partial Shade,Clay,7.7,Moderate,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Residential,87,15.6,31.4,18.1,5.0,0.54,59.4,Medium,94,43,35,59,110,17,Partial Shade,Clay,8.1,Moderate,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,55,26.3,53.3,5.5,5.9,0.26,61.6,Low,17,48,17,69,218,15,Full Sun,Sandy,6.9,Good,Outdoor,Large,Medium,Frequent,Edible,Coconut
Residential,49,42.8,84.0,12.2,6.8,0.12,72.5,Low,54,72,37,80,121,19,Partial Shade,Sandy,6.4,Moderate,Balcony,Small,Low,Regular,Decoration,Money Plant
Urban,71,33.0,66.1,9.6,6.8,0.16,54.7,Medium,66,14,16,49,277,1,Partial Shade,Loamy,5.5,Moderate,Indoor,Medium,High,Regular,Air Purification,Peace Lily
Rural,43,10.3,21.3,6.4,4.9,0.34,65.7,Low,39,29,19,56,165,13,Full Sun,Sandy,7.3,Moderate,Indoor,Medium,Low,Rare,Edible,Aloe Vera
Rural,38,13.2,27.7,4.6,7.0,0.36,86.8,Medium,121,91,24,88,295,5,Partial Shade,Loamy,6.1,Moderate,Indoor,Medium,High,Rare,Air Purification,Snake Plant
Urban,39,32.0,62.1,2.5,3.4,0.16,57.0,Low,104,81,28,73,396,12,Full Shade,Sandy,7.8,Moderate,Outdoor,Large,High,Frequent,Decoration,Bamboo
Residential,44,38.6,82.7,2.1,6.4,0.5,80.2,Low,74,39,39,64,201,8,Full Sun,Loamy,5.1,Good,Outdoor,Large,Low,Regular,Air Purification,Neem
Urban,48,26.2,47.4,14.8,6.2,0.72,64.0,High,104,66,37,66,207,2,Full Shade,Clay,6.2,Moderate,Indoor,Medium,High,Frequent,Air Purification,Peace Lily
Rural,71,17.0,32.7,6.7,1.2,0.31,43.1,High,137,82,30,44,157,10,Partial Shade,Loamy,6.2,Poor,Balcony,Small,Medium,Frequent,Air Purification,Snake Plant
Residential,71,24.6,44.7,11.0,3.8,0.19,32.1,High,13,34,34,90,199,15,Full Sun,Loamy,5.4,Good,Outdoor,Large,Medium,Regular,Shade,Mango
Residential,69,21.9,44.9,1.9,3.7,0.55,62.0,Medium,60,23,28,35,247,2,Full Shade,Loamy,5.1,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Residential,44,21.5,43.9,11.5,7.7,0.74,49.5,High,132,15,35,64,66,20,Full Sun,Sandy,5.2,Moderate,Outdoor,Large,Low,Rare,Air Purification,Neem
Rural,97,31.9,64.9,8.0,6.4,0.2,53.7,High,114,97,26,54,84,0,Full Sun,Loamy,5.2,Moderate,Outdoor,Large,Medium,Rare,Air Purification,Neem
Urban,50,17.1,36.3,6.3,5.8,0.73,69.5,Medium,125,76,29,55,93,5,Full Sun,Clay,6.3,Good,Balcony,Small,Medium,Regular,Edible,Guava
Residential,59,18.6,39.9,16.8,6.2,0.7,71.1,High,102,72,39,59,223,19,Partial Shade,Loamy,6.0,Poor,Outdoor,Large,Medium,Rare,Shade,Neem
Urban,82,20.3,43.0,3.8,5.1,0.71,67.8,Medium,9,45,21,87,224,8,Partial Shade,Loamy,8.0,Poor,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Urban,57,30.5,56.3,18.5,5.4,0.69,73.9,High,69,30,21,67,200,14,Full Sun,Clay,5.3,Moderate,Balcony,Small,Medium,Regular,Air Purification,Bamboo
Rural,102,17.7,38.3,6.4,4.5,0.13,81.2,High,45,87,21,33,77,6,Full Sun,Sandy,5.7,Good,Balcony,Small,Medium,Regular,Air Purification,Bamboo
Urban,60,27.3,55.7,19.5,6.7,0.36,34.0,Medium,106,13,24,73,163,14,Full Sun,Loamy,8.0,Poor,Balcony,Small,Medium,Regular,Shade,Bamboo
Urban,81,39.0,78.9,19.8,4.4,0.61,85.7,Medium,33,67,33,51,352,17,Full Shade,Sandy,5.8,Good,Balcony,Small,Medium,Regular,Edible,Tulsi
Rural,43,35.9,70.6,15.1,6.9,0.44,63.9,Low,132,75,27,47,295,9,Partial Shade,Clay,6.6,Poor,Outdoor,Large,Medium,Frequent,Air Purification,Peepal
Urban,63,25.3,50.4,6.7,6.3,0.13,69.7,Medium,100,63,18,70,133,20,Full Shade,Loamy,6.1,Good,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Residential,54,27.1,57.0,13.4,3.6,0.18,47.1,Low,118,76,41,35,381,2,Full Shade,Sandy,5.9,Good,Balcony,Small,Low,Regular,Air Purification,Areca Palm
Residential,37,32.0,69.0,8.1,4.2,0.47,72.2,High,36,78,20,67,80,3,Partial Shade,Loamy,5.2,Moderate,Outdoor,Large,Medium,Frequent,Edible,Guava
Rural,59,11.8,21.8,18.9,6.6,0.24,45.9,Low,51,16,30,51,129,12,Full Shade,Sandy,8.1,Poor,Indoor,Medium,Medium,Regular,Decoration,Peace Lily
Residential,42,13.2,28.4,7.1,4.8,0.33,52.6,High,149,71,22,41,54,12,Partial Shade,Clay,7.5,Moderate,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Residential,50,19.4,38.4,8.6,7.1,0.46,61.7,Medium,19,72,16,92,206,4,Partial Shade,Clay,5.6,Moderate,Indoor,Medium,Medium,Rare,Edible,Aloe Vera
Residential,50,36.0,78.5,4.1,3.0,0.32,79.5,High,148,84,39,92,292,1,Partial Shade,Loamy,6.1,Moderate,Outdoor,Large,Low,Regular,Air Purification,Neem
Urban,34,15.9,30.8,12.7,4.2,0.74,40.4,Low,61,47,19,36,72,9,Partial Shade,Sandy,7.1,Good,Balcony,Small,Medium,Frequent,Decoration,Spider Plant
Residential,46,42.8,84.7,17.0,4.4,0.49,36.2,Medium,10,22,35,77,203,4,Full Shade,Sandy,6.8,Poor,Balcony,Small,Low,Rare,Air Purification,Snake Plant
Residential,94,14.6,29.8,5.7,7.8,0.22,52.0,Medium,121,95,17,49,275,20,Full Sun,Sandy,6.9,Poor,Balcony,Small,Low,Rare,Shade,Bamboo
Rural,36,41.4,90.5,15.4,6.7,0.24,43.0,High,95,98,24,36,102,6,Partial Shade,Loamy,5.8,Moderate,Balcony,Small,Low,Frequent,Air Purification,Snake Plant
Rural,54,24.8,48.4,17.8,7.8,0.7,62.1,Medium,49,36,17,76,212,1,Full Shade,Loamy,6.2,Moderate,Balcony,Small,Medium,Rare,Decoration,Spider Plant
Residential,63,20.0,39.1,18.6,7.1,0.42,76.7,Low,115,50,33,45,149,18,Full Sun,Sandy,5.6,Poor,Outdoor,Large,High,Regular,Decoration,Bougainvillea
Rural,96,35.5,65.9,19.2,2.8,0.49,42.6,High,49,99,28,38,255,3,Partial Shade,Loamy,7.4,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Urban,64,27.3,59.2,4.1,3.7,0.52,79.1,High,51,25,25,51,353,12,Partial Shade,Clay,7.6,Moderate,Outdoor,Large,Low,Regular,Decoration,Areca Palm
Urban,90,16.6,31.4,1.8,4.2,0.49,81.1,High,30,52,16,77,264,16,Partial Shade,Loamy,6.8,Good,Balcony,Small,Low,Regular,Decoration,Money Plant
Residential,66,11.5,24.8,5.5,0.9,0.73,75.5,Medium,59,72,19,49,241,9,Full Shade,Loamy,5.6,Good,Outdoor,Large,Low,Rare,Air Purification,Neem
Urban,78,26.7,51.6,7.1,6.8,0.79,85.2,High,39,82,17,33,307,15,Partial Shade,Loamy,5.2,Moderate,Outdoor,Large,Low,Frequent,Edible,Guava
Urban,86,30.9,64.5,6.7,4.3,0.37,71.9,Medium,27,38,20,92,108,4,Full Shade,Loamy,6.7,Good,Indoor,Medium,High,Frequent,Decoration,Peace Lily
Urban,78,40.1,83.0,13.2,1.3,0.11,79.3,High,44,54,26,60,201,17,Full Shade,Loamy,6.1,Good,Outdoor,Large,Medium,Regular,Decoration,Areca Palm
Residential,44,29.2,52.8,1.3,1.0,0.11,80.6,Medium,70,33,35,36,231,1,Partial Shade,Loamy,6.8,Moderate,Outdoor,Large,Medium,Regular,Edible,Mango
Residential,75,11.9,26.1,11.0,2.4,0.53,45.3,High,109,22,16,67,283,6,Full Sun,Loamy,6.8,Moderate,Indoor,Medium,Medium,Regular,Decoration,Areca Palm
Residential,42,30.8,58.2,8.3,7.9,0.57,51.3,Medium,26,93,20,41,231,19,Partial Shade,Clay,7.8,Poor,Balcony,Small,Low,Regular,Shade,Bamboo
Urban,87,19.3,36.0,11.3,7.6,0.11,30.4,Medium,67,69,40,69,134,7,Full Shade,Loamy,5.4,Good,Indoor,Medium,Medium,Frequent,Shade,Snake Plant
Rural,86,24.3,49.7,18.6,3.2,0.31,56.1,Low,132,70,34,79,293,5,Full Sun,Loamy,5.4,Moderate,Indoor,Medium,Medium,Regular,Decoration,Areca Palm
Residential,86,34.2,66.4,1.0,7.7,0.28,70.4,Medium,137,52,19,45,128,11,Full Sun,Loamy,7.5,Moderate,Balcony,Small,Medium,Frequent,Air Purification,Bamboo
Residential,61,36.4,77.7,17.7,3.3,0.25,68.4,High,93,22,26,78,318,10,Full Sun,Clay,7.1,Good,Indoor,Medium,High,Rare,Air Purification,Snake Plant
Urban,103,36.6,71.1,8.3,2.1,0.69,64.6,Medium,145,57,37,72,64,7,Full Shade,Sandy,6.9,Moderate,Balcony,Small,Low,Regular,Shade,Bamboo
Urban,63,9.3,18.3,17.9,3.8,0.74,62.8,Low,95,97,35,92,84,17,Partial Shade,Loamy,5.6,Moderate,Outdoor,Large,High,Rare,Edible,Guava
Residential,31,9.3,17.9,7.3,8.0,0.25,85.2,Medium,135,95,22,90,280,4,Partial Shade,Loamy,7.5,Moderate,Indoor,Medium,Low,Regular,Shade,Areca Palm
Rural,59,29.9,56.4,14.8,7.4,0.76,58.0,Medium,20,40,22,52,105,3,Partial Shade,Sandy,7.2,Moderate,Indoor,Medium,Low,Rare,Decoration,Money Plant
Residential,55,17.5,38.1,15.1,4.7,0.74,48.9,Medium,25,57,19,87,67,9,Partial Shade,Sandy,7.4,Poor,Outdoor,Large,Medium,Regular,Decoration,Areca Palm
Residential,50,20.5,44.8,17.3,1.4,0.43,89.9,Medium,80,59,39,84,151,14,Full Sun,Sandy,6.6,Good,Balcony,Small,Low,Frequent,Air Purification,Bamboo
Residential,36,36.6,77.5,4.3,6.8,0.77,64.3,High,10,15,37,47,166,7,Partial Shade,Sandy,6.8,Moderate,Balcony,Small,Medium,Frequent,Shade,Bamboo
Residential,94,39.8,87.5,15.6,6.2,0.23,33.8,Low,66,43,36,66,264,12,Partial Shade,Sandy,7.7,Moderate,Outdoor,Large,Medium,Rare,Edible,Coconut
Rural,65,23.5,47.2,16.5,3.5,0.5,34.4,Low,21,93,35,82,74,16,Full Sun,Loamy,6.9,Good,Balcony,Small,Low,Regular,Air Purification,Bamboo
Residential,85,15.3,28.1,10.8,7.3,0.79,40.6,Medium,52,16,31,30,158,8,Partial Shade,Clay,8.1,Good,Indoor,Medium,Medium,Regular,Decoration,Spider Plant
Urban,50,13.3,24.3,16.1,2.8,0.17,53.8,High,28,71,21,39,268,15,Full Sun,Clay,6.6,Good,Indoor,Medium,Medium,Regular,Edible,Tulsi
Residential,39,13.2,28.3,13.5,2.6,0.59,83.6,High,100,58,37,86,113,0,Full Sun,Clay,7.7,Good,Balcony,Small,Low,Frequent,Air Purification,Bamboo
Residential,80,29.9,58.7,12.3,5.9,0.41,79.1,High,92,64,31,83,210,9,Full Sun,Loamy,5.1,Moderate,Outdoor,Large,Low,Rare,Edible,Guava
